Food_Item,Category,Calories,Protein,Carbs,Fat,Vegetarian,Vegan,Dosha_Vata,Dosha_Pitta,Dosha_Kapha,Food_Group,Fat_Adjusted
Kanika (plain) - 7170,Maharashtrian,136,0.2,3.0,3.3,Yes,No,neutral,neutral,neutral,Others,
Chole Bhature (fermented (mild)) - 7171,Chhattisgarh,106,3.0,18.4,0.0,Yes,No,decreases,decreases,neutral,Others,
Hyderabadi Biryani (with vegetables) - 7172,Odia,104,2.9,11.4,1.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Kitchari (moong+rice) (with vegetables) - 7173,Chhattisgarh,165,6.4,39.7,0.0,Yes,No,decreases,neutral,neutral,Grains,0.5
Duck Curry (steamed) - 7174,Gujarati,166,3.3,19.1,1.3,Yes,No,neutral,neutral,neutral,Beverages,0.0
Pongal (lightly spiced) - 7175,Karnataka,172,2.8,27.7,0.6,Yes,No,decreases,neutral,neutral,Others,
Sarson da Saag with Makki di Roti (fermented (mild)) - 7176,Assamese,151,1.9,16.6,0.0,Yes,No,neutral,neutral,neutral,Grains,1.5
Greek Salad (light) (lightly spiced) - 7177,International,48,3.0,28.7,0.0,Yes,No,neutral,increases,neutral,Vegetables,0.5
Poita Bhat (plain) - 7178,Jammu & Kashmir,36,4.6,17.1,2.9,Yes,No,decreases,neutral,neutral,Others,
Haak (sprouted) - 7179,International,224,2.2,18.8,1.8,Yes,No,neutral,neutral,neutral,Others,
Basmati Rice (fermented (mild)) - 7180,Chhattisgarh,92,2.6,24.3,0.9,Yes,No,decreases,decreases,neutral,Grains,0.5
Kitchari (moong+rice) (with vegetables) - 7181,Goan,95,8.7,25.4,3.6,Yes,No,decreases,decreases,neutral,Grains,0.5
Kehwa (mild) - 7182,Karnataka,140,0.9,35.2,0.0,Yes,No,decreases,neutral,neutral,Others,
Gajar ka Halwa (fermented (mild)) - 7183,Ladakh,170,5.2,6.1,6.9,Yes,No,decreases,neutral,increases,Sweets/Desserts,10.0
Plain Pasta (olive oil light) (fermented (mild)),International,99,4.3,29.9,0.4,Yes,No,neutral,neutral,neutral,Others,
Momo (boiled),Madhya Pradesh,30,0.2,12.5,0.0,Yes,No,decreases,neutral,neutral,Others,
Kodi Kura (thin),Kerala,202,0.7,36.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Kakori Kebab (plain) - 7187,Generic,148,4.6,19.3,3.3,Yes,No,decreases,neutral,neutral,Others,
Ragi Porridge (thin) - 7188,Karnataka,97,2.8,39.3,1.3,Yes,No,decreases,neutral,neutral,Others,
Gya Thuk (with jaggery (small)) - 7189,Tamil Nadu,74,4.3,25.6,2.3,Yes,No,neutral,neutral,neutral,Others,
Dum Aloo (with jaggery (small)) - 7190,Karnataka,159,0.5,23.2,2.5,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Khandvi (steamed) - 7191,Andhra/Telangana,69,3.0,9.6,1.2,Yes,No,neutral,neutral,neutral,Beverages,0.0
Tofu (light) (with jaggery (small)) - 7192,South Indian,212,6.0,19.6,4.1,Yes,Yes,neutral,neutral,neutral,Others,
Sarva Pindi (with vegetables) - 7193,Ladakh,112,4.9,25.0,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Mangalore Buns (with vegetables) - 7194,International,149,3.6,28.7,4.7,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Berry Mix (plain) - 7195,International,65,0.5,16.9,0.8,Yes,Yes,decreases,decreases,neutral,Others,
Eromba (plain) - 7196,Maharashtrian,192,1.6,13.2,2.3,Yes,No,decreases,neutral,neutral,Others,
Kadhi Pakora (with vegetables) - 7197,Ladakh,177,1.0,31.4,2.2,Yes,No,increases,neutral,neutral,Vegetables,8.0
Pootharekulu (with jaggery (small)) - 7198,Karnataka,119,5.1,36.1,4.6,Yes,No,neutral,neutral,neutral,Others,
Pineapple (mild) - 7199,Northeast,71,0.1,14.7,0.7,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Greek Salad (light) (thin) - 7200,International,106,0.2,44.7,2.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pork with Bamboo Shoot (with jaggery (small)) - 7201,International,283,21.5,10.5,6.2,No,No,neutral,neutral,neutral,Others,
Poached Chicken (with vegetables) - 7202,Jammu & Kashmir,186,26.7,6.6,6.1,No,No,neutral,increases,neutral,Non-Veg Protein,8.0
Simple Grilled Fish (mild) - 7203,North Indian,162,17.3,0.0,13.1,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Makhan Bada (mild) - 7204,Lakshadweep,114,0.2,5.1,1.3,Yes,No,decreases,decreases,neutral,Others,
Malaiyo (steamed) - 7205,Maharashtrian,94,4.2,30.5,2.7,Yes,No,decreases,decreases,increases,Beverages,0.0
Rasgulla (thin) - 7206,Goan,187,5.9,47.7,0.0,Yes,No,neutral,neutral,increases,Others,
Aloo Posto (boiled) - 7207,Lakshadweep,101,2.5,14.4,1.9,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Plum (mild) - 7208,International,35,1.1,9.9,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Luchi (mild) - 7209,South Indian,133,4.7,13.0,0.0,Yes,No,decreases,neutral,neutral,Others,
Pav Bhaji (with vegetables) - 7210,Kerala,82,8.8,15.1,0.7,Yes,No,increases,neutral,neutral,Vegetables,8.0
Bajra Khichdi (fermented (mild)) - 7211,Ladakh,141,1.0,35.9,0.0,Yes,No,decreases,decreases,neutral,Others,
Appam with Stew (mild) - 7212,Madhya Pradesh,63,5.9,38.4,2.2,Yes,No,decreases,neutral,neutral,Others,
Plain Pasta (olive oil light) (with vegetables) - 7213,Ladakh,60,7.0,5.0,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Kodi Kura (thin) - 7214,Madhya Pradesh,166,3.0,11.7,0.0,Yes,No,neutral,neutral,neutral,Others,
Bebinca (mild) - 7215,Kerala,54,0.7,3.0,1.6,Yes,No,decreases,neutral,increases,Others,
Amritsari Kulcha (steamed) - 7216,International,182,3.3,15.2,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Toor Dal (light) (with vegetables) - 7217,Assamese,135,6.8,17.2,1.8,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Aloo Pitika (thin),Gujarati,77,2.0,32.2,2.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Ghee (small serving) (with jaggery (small)),North Indian,266,4.9,16.3,9.9,Yes,No,neutral,neutral,increases,Dairy Products,81.0
Watermelon (mild) - 7220,Goan,93,2.1,29.4,1.7,Yes,Yes,decreases,decreases,neutral,Others,
Khambir (plain) - 7221,Lakshadweep,147,1.9,10.6,5.8,Yes,No,neutral,neutral,neutral,Others,
Pear (with jaggery (small)) - 7222,Chhattisgarh,133,2.2,26.7,0.0,Yes,Yes,neutral,decreases,neutral,Others,
Lassi (plain) - 7223,Assamese,78,0.2,36.8,0.0,Yes,No,decreases,decreases,increases,Beverages,3.0
Poita Bhat (plain) - 7224,Chhattisgarh,147,2.6,16.0,0.0,Yes,No,decreases,neutral,neutral,Others,
Basmati Rice (fermented (mild)) - 7225,Rajasthani,134,2.8,24.4,0.1,Yes,No,decreases,decreases,neutral,Grains,0.5
Pineapple (steamed) - 7226,International,116,0.4,23.4,0.0,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Strawberry (mild) - 7227,International,84,2.6,24.5,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Appam with Stew (boiled) - 7228,International,67,4.2,26.7,1.5,Yes,No,neutral,neutral,neutral,Others,
Royyala Iguru (with vegetables) - 7229,North Indian,133,3.7,20.4,1.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Hummus with Flatbread (lightly spiced) - 7230,Assamese,123,1.4,55.9,4.1,Yes,No,neutral,increases,neutral,Grains,2.0
Ghee (small serving) (steamed) - 7231,Tamil Nadu,212,9.7,6.9,10.0,Yes,No,neutral,decreases,increases,Dairy Products,81.0
Plum (fermented (mild)) - 7232,Bengali,42,0.8,24.8,0.1,Yes,Yes,decreases,decreases,neutral,Others,
Mawa Bati (mild) - 7233,Gujarati,84,7.6,3.0,3.7,Yes,No,neutral,neutral,neutral,Others,
Avocado (fermented (mild)) - 7234,North Indian,115,0.1,3.0,0.2,Yes,Yes,decreases,decreases,neutral,Others,
Tofu (light) (plain) - 7235,Andhra/Telangana,106,0.2,27.1,0.0,Yes,Yes,decreases,neutral,neutral,Others,
Patra (with jaggery (small)) - 7236,Rajasthani,133,4.9,19.8,0.0,Yes,No,neutral,neutral,neutral,Others,
Quinoa Salad (steamed) - 7237,International,99,1.7,19.8,2.6,Yes,No,decreases,neutral,neutral,Beverages,0.0
Rasgulla (mild) - 7238,Madhya Pradesh,128,0.5,19.3,3.5,Yes,No,decreases,neutral,increases,Others,
Mohan Maas (boiled) - 7239,Gujarati,174,1.6,30.8,2.3,Yes,No,neutral,neutral,neutral,Others,
Dragonfruit (fermented (mild)),Maharashtrian,44,1.2,13.5,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Oats Porridge (thin) (plain) - 7241,Karnataka,132,3.7,31.8,0.3,Yes,Yes,decreases,decreases,neutral,Others,
Coconut Pudding (thin) - 7242,Assamese,116,6.9,24.3,2.0,Yes,No,neutral,neutral,neutral,Others,
Gajar ka Halwa (thin) - 7243,Chhattisgarh,148,6.6,27.0,3.9,Yes,No,neutral,neutral,increases,Sweets/Desserts,10.0
Avocado (with jaggery (small)) - 7244,Gujarati,119,0.8,13.8,1.6,Yes,Yes,decreases,decreases,increases,Others,
Oats Porridge (thin) (mild) - 7245,Odia,152,3.8,30.0,0.2,Yes,Yes,decreases,decreases,neutral,Others,
Masor Tenga (boiled) - 7246,Karnataka,211,4.3,31.6,3.4,Yes,No,decreases,neutral,neutral,Others,
Handvo (with vegetables) - 7247,Rajasthani,107,1.1,18.9,2.6,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Avocado (mild) - 7248,Rajasthani,185,2.2,16.9,0.9,Yes,Yes,decreases,decreases,neutral,Others,
Coconut Rice (sprouted) - 7249,Northeast,118,6.3,28.8,0.9,Yes,No,decreases,neutral,neutral,Grains,0.5
Coconut Chutney (plain) - 7250,Gujarati,172,1.4,15.1,2.3,Yes,No,decreases,neutral,neutral,Condiments,2.0
Ladakhi Butter Tea (mild) - 7251,Jammu & Kashmir,43,2.0,31.6,0.9,Yes,No,neutral,decreases,increases,Dairy Products,81.0
Chiroti (mild) - 7252,Odia,53,4.2,26.9,0.8,Yes,No,decreases,neutral,neutral,Grains,1.5
Persimmon (boiled) - 7253,Tamil Nadu,121,1.9,20.3,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Millet Roti (steamed) - 7254,Bengali,119,0.2,5.6,0.0,Yes,No,decreases,decreases,neutral,Grains,1.5
Gajar ka Halwa (thin) - 7255,Ladakh,158,8.8,12.3,9.4,Yes,No,neutral,neutral,increases,Sweets/Desserts,10.0
Tofu (light) (mild) - 7256,International,100,4.0,3.0,0.0,Yes,Yes,neutral,neutral,neutral,Others,
Haak (boiled) - 7257,Kerala,89,9.6,48.2,1.0,Yes,No,decreases,neutral,neutral,Others,
Chiroti (thin),International,136,8.3,23.3,0.0,Yes,No,neutral,neutral,neutral,Grains,1.5
Poita Bhat (with jaggery (small)),Madhya Pradesh,240,0.2,45.8,0.0,Yes,No,neutral,neutral,neutral,Others,
Gya Thuk (with vegetables) - 7260,Generic,114,5.8,43.0,1.5,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Naga Chutney (thin) - 7261,North Indian,140,4.5,4.8,0.0,Yes,No,neutral,increases,neutral,Condiments,2.0
Herbal Tea (tulsi/ginger mild) (lightly spiced) - 7262,Maharashtrian,184,3.7,7.8,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Persimmon (fermented (mild)) - 7263,International,161,0.1,21.8,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Rogan Josh (mild) - 7264,Maharashtrian,134,3.5,21.5,0.0,Yes,No,decreases,neutral,neutral,Others,
Pear (mild) - 7265,Punjabi,108,0.3,3.0,0.6,Yes,Yes,decreases,decreases,neutral,Others,
Pineapple (fermented (mild)) - 7266,Assamese,152,1.8,28.9,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Plain Rice (mild) - 7267,Generic,129,3.2,37.7,0.4,Yes,No,decreases,decreases,neutral,Grains,0.5
Chana Ghugni (thin) - 7268,Northeast,165,2.3,21.9,0.0,Yes,No,neutral,neutral,neutral,Legumes/Pulses,1.0
Besan Masala Roti (boiled) - 7269,Gujarati,109,1.0,27.9,1.8,Yes,No,decreases,decreases,neutral,Grains,1.5
Mangalore Buns (mild) - 7270,International,86,1.2,44.9,0.0,Yes,No,decreases,neutral,neutral,Others,
Rasgulla (thin) - 7271,Northeast,61,1.0,34.7,0.3,Yes,No,neutral,neutral,increases,Others,
Wheat Roti (boiled) - 7272,International,51,2.7,18.4,0.0,Yes,No,neutral,decreases,neutral,Grains,1.5
Pineapple (with jaggery (small)) - 7273,Tamil Nadu,96,0.3,21.0,0.0,Yes,Yes,neutral,neutral,neutral,Fruits,0.3
Sadya (mixed) (plain) - 7274,International,84,4.3,35.5,1.2,Yes,No,neutral,neutral,neutral,Others,
Mosambi (boiled) - 7275,Northeast,90,1.7,18.2,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Machha Tarkari (boiled) - 7276,Kerala,30,6.3,44.2,0.0,Yes,No,neutral,neutral,neutral,Others,
Santula (boiled) - 7277,International,207,4.6,27.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Sadya (mixed) (mild) - 7278,International,188,3.3,15.8,2.6,Yes,No,neutral,neutral,neutral,Others,
Paratha (mixed) (thin) - 7279,Madhya Pradesh,128,0.2,24.6,2.5,Yes,No,neutral,neutral,neutral,Grains,8.0
Fish Fry (with jaggery (small)),Punjabi,323,17.0,8.0,2.3,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Momo (lightly spiced) - 7281,Rajasthani,94,2.0,45.0,1.3,Yes,No,neutral,increases,neutral,Others,
Butter Chicken (sprouted) - 7282,Rajasthani,147,18.9,0.0,9.3,No,No,neutral,neutral,increases,Dairy Products,81.0
Apricot (steamed) - 7283,International,47,2.1,25.8,0.0,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Laal Maas (sprouted) - 7284,Karnataka,78,5.6,17.9,0.0,Yes,No,neutral,neutral,neutral,Others,
Millet Porridge (mild) - 7285,Karnataka,179,3.5,20.6,0.0,Yes,No,decreases,decreases,neutral,Others,
Papaya (mild) - 7286,International,126,1.7,20.8,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Poita Bhat (sprouted) - 7287,Jammu & Kashmir,189,3.3,26.9,2.3,Yes,No,neutral,neutral,neutral,Others,
Khicede (fermented (mild)) - 7288,International,129,3.1,37.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Vindaloo (plain) - 7289,Northeast,147,7.2,36.2,0.5,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Jadoh (sprouted) - 7290,Kerala,84,5.3,22.0,3.0,Yes,No,neutral,neutral,neutral,Others,
Eromba (with vegetables) - 7291,International,99,3.1,44.8,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Avial (boiled) - 7292,Rajasthani,103,0.8,46.6,0.6,Yes,No,decreases,neutral,neutral,Others,
Bhakri (plain) - 7293,Jammu & Kashmir,110,0.2,25.7,0.0,Yes,No,neutral,decreases,neutral,Others,
Pazham Pori (mild) - 7294,South Indian,144,4.6,37.4,2.9,Yes,No,neutral,neutral,neutral,Others,
Kadhi Pakora (thin) - 7295,Bengali,174,5.0,17.0,2.3,Yes,No,increases,neutral,neutral,Others,
Dohneiiong (lightly spiced) - 7296,Chhattisgarh,48,6.0,20.9,2.1,Yes,No,neutral,increases,neutral,Others,
Buttermilk (light) (thin),International,223,2.0,14.3,5.0,Yes,No,neutral,neutral,increases,Dairy Products,3.5
Watermelon (plain) - 7298,Gujarati,159,1.5,27.5,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Mango (raw) (mild) - 7299,Karnataka,34,0.7,3.0,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Grapes (black) (fermented (mild)) - 7300,Goan,69,0.3,13.3,0.4,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Bebinca (sprouted) - 7301,Northeast,98,1.6,23.2,0.3,Yes,No,decreases,neutral,increases,Others,
Sattu Paratha (with vegetables) - 7302,Bengali,69,6.1,11.1,1.2,Yes,No,neutral,neutral,neutral,Grains,8.0
Sannas (with jaggery (small)) - 7303,Tamil Nadu,233,3.6,37.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Bajra Khichdi (fermented (mild)) - 7304,Gujarati,145,4.4,26.9,0.0,Yes,No,decreases,decreases,neutral,Others,
Dal Baati Churma (mild) - 7305,Ladakh,165,8.0,26.9,0.0,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Curd (fresh) (plain) - 7306,Maharashtrian,79,2.9,10.7,2.2,Yes,No,neutral,decreases,increases,Dairy Products,4.0
Chole Bhature (plain) - 7307,Bengali,110,4.4,19.1,4.5,Yes,No,neutral,neutral,neutral,Others,
Watermelon (boiled) - 7308,Assamese,97,1.5,16.6,0.2,Yes,Yes,decreases,decreases,neutral,Others,
Chana Dal (light) (sprouted) - 7309,International,207,6.8,26.5,1.7,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Chapati (with vegetables) - 7310,Gujarati,161,6.3,29.1,1.1,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Balushahi (with vegetables) - 7311,Ladakh,48,3.8,26.2,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Paneer Tikka (boiled) - 7312,North Indian,336,4.2,5.4,6.0,Yes,No,neutral,decreases,increases,Dairy Products,20.0
Panchmel Dal (sprouted) - 7313,Maharashtrian,143,5.4,28.4,0.5,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Fig (mild) - 7314,South Indian,105,0.1,13.0,0.6,Yes,Yes,decreases,decreases,neutral,Others,
Ker Sangri (with vegetables) - 7315,Lakshadweep,163,5.8,49.2,1.7,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Bamboo Shoot Curry (fermented (mild)),Goan,136,3.0,41.7,0.0,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Pear (thin) - 7317,Kerala,86,0.5,18.7,0.8,Yes,Yes,neutral,neutral,neutral,Others,
Pongal (mild) - 7318,International,88,4.9,40.5,0.1,Yes,No,decreases,decreases,neutral,Others,
Chingri Malai Curry (fermented (mild)),Generic,61,8.0,26.9,2.0,Yes,No,decreases,decreases,increases,Vegetables,0.5
Plain Rice (thin) - 7320,Maharashtrian,138,3.2,14.9,2.3,Yes,No,decreases,decreases,neutral,Grains,0.5
Petha (with vegetables) - 7321,Gujarati,149,3.7,34.1,0.0,Yes,No,decreases,neutral,increases,Vegetables,0.5
Shorshe Ilish (with jaggery (small)) - 7322,Bengali,166,1.3,32.6,1.9,Yes,No,neutral,neutral,neutral,Others,
Gatte ki Sabzi (with vegetables) - 7323,South Indian,101,1.5,31.9,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Strawberry (plain) - 7324,Madhya Pradesh,55,1.1,17.7,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Ragi Porridge (mild) - 7325,Punjabi,167,5.6,32.5,0.3,Yes,No,decreases,decreases,neutral,Others,
Coorg Pandi Curry (steamed) - 7326,International,200,0.2,19.4,0.8,Yes,No,neutral,neutral,neutral,Beverages,0.0
Tuna Curry (mild) - 7327,Andhra/Telangana,198,1.0,13.6,1.1,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Papaya (mild) - 7328,International,102,1.4,25.4,1.2,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Dohneiiong (steamed) - 7329,Northeast,50,2.3,18.4,0.4,Yes,No,neutral,neutral,neutral,Beverages,0.0
Lassi (sprouted) - 7330,Gujarati,117,7.1,33.9,0.0,Yes,No,neutral,decreases,increases,Beverages,3.0
Besan Masala Roti (with jaggery (small)) - 7331,International,194,7.2,19.0,4.2,Yes,No,neutral,neutral,neutral,Grains,1.5
Jadoh (lightly spiced) - 7332,Punjabi,135,6.5,22.3,3.6,Yes,No,neutral,increases,neutral,Others,
Pork with Bamboo Shoot (with vegetables) - 7333,Maharashtrian,190,19.2,7.1,6.0,No,No,neutral,neutral,neutral,Vegetables,0.5
Sarson da Saag with Makki di Roti (steamed),International,100,0.2,43.4,0.0,Yes,No,neutral,neutral,neutral,Grains,1.5
Skyu (plain) - 7335,International,109,1.1,27.8,4.5,Yes,No,neutral,decreases,neutral,Others,
Jalebi (boiled) - 7336,Gujarati,138,5.0,13.5,0.0,Yes,No,neutral,neutral,neutral,Sweets/Desserts,10.0
Basundi (mild) - 7337,Odia,241,2.0,8.6,11.5,Yes,No,decreases,decreases,increases,Others,
Pootharekulu (thin) - 7338,Ladakh,131,2.7,17.1,2.4,Yes,No,neutral,neutral,neutral,Others,
Machha Tarkari (thin) - 7339,Gujarati,116,2.5,12.5,0.0,Yes,No,neutral,neutral,neutral,Others,
Aloo Tikki (mild) - 7340,International,61,6.2,28.1,0.9,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Oats Porridge (thin) (mild) - 7341,Jammu & Kashmir,168,6.5,32.4,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Grapes (black) (with jaggery (small)) - 7342,Odia,155,1.4,20.5,1.6,Yes,Yes,neutral,neutral,neutral,Fruits,0.3
Bisi Bele Bath (fermented (mild)) - 7343,Andhra/Telangana,152,3.8,47.2,0.0,Yes,No,decreases,neutral,neutral,Others,
Chole Bhature (plain) - 7344,Kerala,198,4.2,29.2,0.0,Yes,No,neutral,neutral,neutral,Others,
Hummus with Flatbread (with jaggery (small)) - 7345,International,175,5.2,48.2,1.8,Yes,No,neutral,neutral,neutral,Grains,2.0
Dum Aloo (fermented (mild)) - 7346,International,137,0.2,29.6,0.0,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Sandesh (with vegetables) - 7347,International,102,5.8,14.8,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Papaya (with vegetables) - 7348,Tamil Nadu,74,3.2,30.2,1.0,Yes,Yes,decreases,decreases,neutral,Vegetables,0.5
Smoked Pork with Bamboo Shoot (mild) - 7349,Goan,75,20.8,7.0,7.1,No,No,neutral,neutral,neutral,Others,
Malpua (with vegetables) - 7350,Goan,202,7.6,17.6,7.5,Yes,No,neutral,neutral,increases,Vegetables,0.5
Paneer (light) (plain) - 7351,Northeast,279,4.8,12.0,12.6,Yes,No,decreases,decreases,increases,Dairy Products,20.0
Bisi Bele Bath (with vegetables) - 7352,Goan,100,4.2,24.6,1.4,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Butter Chicken (with vegetables) - 7353,Lakshadweep,191,16.8,5.0,4.5,No,No,neutral,neutral,increases,Dairy Products,81.0
Methi Thepla (with vegetables) - 7354,International,171,4.7,19.3,1.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Dahi Bhalla (with jaggery (small)) - 7355,Jammu & Kashmir,170,2.1,53.1,3.7,Yes,No,neutral,neutral,neutral,Others,
Gustaba (steamed) - 7356,Northeast,141,5.8,7.4,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Fish Curry (light) (boiled) - 7357,Assamese,319,27.3,7.3,7.8,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Bamboo Shoot Curry (with jaggery (small)),North Indian,161,5.1,49.6,0.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Undhiyu (thin),Ladakh,144,1.1,19.2,3.3,Yes,No,neutral,neutral,neutral,Others,
Eromba (with vegetables) - 7360,International,112,6.6,38.6,0.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Kodi Kura (plain) - 7361,International,30,2.5,38.2,0.0,Yes,No,decreases,neutral,neutral,Others,
Dates (mild) - 7362,Northeast,20,0.3,23.6,1.1,Yes,Yes,decreases,decreases,neutral,Others,
Tehri (lightly spiced) - 7363,Andhra/Telangana,145,1.9,13.9,1.8,Yes,No,neutral,increases,neutral,Others,
Pazham Pori (mild) - 7364,Karnataka,63,0.2,16.9,1.9,Yes,No,neutral,decreases,neutral,Others,
Manda Pitha (steamed) - 7365,Ladakh,104,2.8,8.0,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Dhokla (plain) - 7366,Odia,125,0.3,22.3,3.4,Yes,No,decreases,neutral,neutral,Others,
Hyderabadi Biryani (boiled) - 7367,Madhya Pradesh,88,2.9,18.7,1.1,Yes,No,decreases,neutral,neutral,Others,
Modak (with vegetables) - 7368,Maharashtrian,145,5.8,18.7,13.5,Yes,No,neutral,neutral,increases,Vegetables,0.5
Ada Pradhaman (boiled) - 7369,International,296,8.3,11.7,9.5,Yes,No,decreases,neutral,increases,Others,
Rajma Chawal (plain) - 7370,Odia,169,0.2,18.5,0.2,Yes,No,neutral,neutral,neutral,Others,
Churma (fermented (mild)) - 7371,Northeast,173,1.3,19.6,3.2,Yes,No,neutral,neutral,neutral,Others,
Vindaloo (steamed) - 7372,Generic,141,7.0,15.2,1.0,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Basundi (plain) - 7373,International,257,4.5,21.9,10.5,Yes,No,decreases,decreases,increases,Others,
Kiwi (steamed) - 7374,International,49,2.8,13.3,0.0,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Litti Chokha (thin),Odia,149,4.2,36.7,0.2,Yes,No,neutral,neutral,neutral,Others,
Fresh Fruit Salad (seasonal) (plain) - 7376,Generic,151,6.6,15.1,2.3,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Appam with Stew (mild) - 7377,International,30,6.7,42.6,2.0,Yes,No,decreases,decreases,neutral,Others,
Mawa Bati (fermented (mild)) - 7378,Northeast,87,3.2,37.9,0.0,Yes,No,decreases,decreases,neutral,Others,
Apple (mild) - 7379,Ladakh,72,1.9,12.9,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Plain Rice (with vegetables) - 7380,Karnataka,135,4.1,46.9,0.0,Yes,No,decreases,decreases,neutral,Grains,0.5
Fresh Fruit Salad (seasonal) (thin) - 7381,Assamese,196,1.8,7.7,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Blueberry (plain) - 7382,Ladakh,143,0.8,8.0,0.0,Yes,Yes,decreases,decreases,neutral,Others,
